"name","seller_id","domain","seller_type","contact_email","contact_address","version","seller_json_source"
"Nestor Sneider Ferreira Rodriguez","66f6276e","larepublica.co","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"No Zebra INTERMEDIARY S.A.","96b8679f","megacurioso.com.br","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Now New Media SAPI de CV","1dedb463","eldeforma.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Plural Comunicaciones SAS","81fb6ca4","canal1.com.co","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Oscar David Garces Gomez","1791a135","las2rodillas.co","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"PDA (SAS)","ff1200da","parlerdamour.fr","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"PLATAFORMA DIGITAL S.A","6382c70d","mendozapost.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"PUBLICACIONES SEMANA, S.A","88ae282a","semana.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"R 360 S.A.S","00525f57","pulzo.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"RADIO MITRE SA","45b7c4a7","radiomitre.cienradios.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Red de Television Chilevision S.A.","f23299ee","chilevision.cl","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"REVENUE BROTHERS, INC","941d9313","animalpolitico.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Revista Sentido de Mujer","eb27dbe8","sentidodemujer.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"RUMBERT S.A.","65a19de2","fayerwayer.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"SBG Médias SARL","15e8e6b9","sobusygirls.fr","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Sergio Daza Quintero","b37ae72e","rptnoticias.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Social Media S.L.","c2cf0e28","motorpasionfuturo.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Sociedad Period<U+FFFD>stica El Ciudadano Ltda","a89f1a1c","elciudadano.cl","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"SPACEFOOT SAS","b5cd1fb4","foot01.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Thirdfloor SRL","a860236f","amigaironica.com.br","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Tiempo26 Comunicaciones E.I.R.L.","1932d59a","tiempo26.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"WEBPROFIT LTDA","183f9431","gestiopolis.net","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Wunoa S.L.","2211ad7f","guiainfantil.com","PUBLISHER","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Zonekey S.A","7adaec45","e-planning.net","INTERMEDIARY","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"zedo","30","zedo.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"krush_media","38","krush.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"smartadserver","43","smartadserver.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"sonobi","45","sonobi.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"flowplayer","67","flowplayer.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"selectmedia","68","selectmedia.asia","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"adview","71","adview.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"minute_ly","544","minute.ly","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"mobiuspace","550","mobiuspace.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"calmcollectiv","553","calmcollectiv.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"springserve","555","springserve.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"airpush","582","airpush.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"etermax","590","etermax.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"gamoshi","593","gamoshi.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"cheetah","595","cmcm,com","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"sortable","596","sortable.com","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"whisper","597","media-lab.ai","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"overwolf","616","overwolf.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"adpone","618","adpone.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"advandmedia","3","advandmedia.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"mobfox","5","mobfox.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"ironsource","9","ironsource.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"startapp","24","startapp.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"fyber","26","fyber.com","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"display_io","34","display.io","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"vrtcal","35","vrtcal.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"iqzone","37","iqzone.com","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"boldwin","39","bold-win.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"axonix","52","axonix.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"advangelist","53","advangelists.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"addoox","56","addoox.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"timehop","70","timehop.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"textnow","72","textnow.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"zoomd","545","zoomd.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"aceex","546","aceex.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"smaato","552","smaato.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"taboola","556","taboola.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"oakbarrel","579","oakbarrel.media","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"admixer","584","admixer.net","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"loopme","594","loopme.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"smartyads","599","smartyads.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"bizzclick","605","bizzclick.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"somoaudience","606","somoaudience.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"appodeal","613","appodeal.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"brightcom","615","brightcom.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"play.works","609","play.works","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"AppZengine LLC.","11","appzengine.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"appmonet.com","14","appmonet.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"PotGuide","15","potguide.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Perfect365","16","perfect365.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Spotible","17","spotible.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Ask.fm Europe Limited","18","ask.fm","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"WEBTOON Entertainment Inc.","28","webtoonscorp.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"amberweather.com","31","Amber Mobile Limited","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Nom Nom","44","nom-nom.media","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Soundhound","46","soundhound.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"AdColony","47","adcolony.com","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"arkadium","50","arkadium.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"PCH","57","pch.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Scopely","61","Scopely.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Musi Inc.","551","feelthemusi.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Jump Ramp Games","562","jumprampgames.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"drexls","591","drexls.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"M51","587","m51.com","Intermediary","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Zynga","608","Zynga.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"algorix","621","algorix.co","Both","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Wazimo","614","wazimo.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"Sayollo","612","sayollo.com","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
"castbox.fm","623","castbox.fm","Publisher","publishers@admanmedia.com","Aribau 230 - 240, 6a planta, Oficina CDE, 08006 Barcelona (+34) 936 28 93 92","1.0","admanmedia.com"
