"seller_id","seller_type","is_confidential","name","domain","contact_email","contact_address","version","seller_json_source"
"6645","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6647","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6650","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6651","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6653","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6660","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6661","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6662","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6679","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6689","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6700","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6703","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6716","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6718","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6720","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6723","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6727","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6729","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6732","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6751","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6761","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6762","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6763","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6764","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6765","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6766","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6767","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6773","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6788","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6789","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6800","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6821","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6822","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6823","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6824","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6835","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6836","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6837","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6841","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6843","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6851","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6871","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6872","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6885","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6888","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6894","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6909","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6918","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6921","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6927","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6930","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6937","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6938","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6946","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6953","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6954","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6958","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6967","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6983","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6988","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6997","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"6998","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7006","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7009","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7011","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7013","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7015","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7017","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7020","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7034","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7043","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7044","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7046","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7049","PUBLISHER",NA,"<U+682A><U+5F0F><U+4F1A><U+793E>NHK<U+30A8><U+30C7><U+30E5><U+30B1><U+30FC><U+30B7><U+30E7><U+30CA><U+30EB>","nhk-ed.co.jp","fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7061","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7081","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7086","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7090","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7098","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7116","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7117","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7119","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7124","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7126","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7127","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7129","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7134","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7135","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7137","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7147","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7154","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7158","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7165","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7175","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7208","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7212","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7213","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7216","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7246","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7248","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7251","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7253","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7255","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7259","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7263","PUBLISHER",NA,"<U+682A><U+5F0F><U+4F1A><U+793E>ZERO TO ONE(<U+65E7><U+30A2><U+30C3><U+30D7><U+30AC><U+30EC><U+30FC><U+30B8>)","zerotoone.co.jp","fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7264","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7268","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7272","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7283","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7284","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7298","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7299","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7301","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7302","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7323","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7339","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7347","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
"7348","PUBLISHER",1,NA,NA,"fluct_g_ms@voyagegroup.com","FLUCT, INC., SHIBUYA SOLASTA 15F., 1-21-1, DOGENZAKA, SHIBUYA-KU, TOKYO, JAPAN","1.0","adingo.jp"
